"DWA ID","DWA Title","FSHC_Rating"
"4.A.2.a.1.I06.D01","Assess physical conditions of patients to aid in diagnosis or treatment.",NA
"4.A.2.a.1.I06.D02","Evaluate patient functioning, capabilities, or health.",NA
"4.A.2.a.1.I06.D03","Evaluate patient outcomes to determine effectiveness of treatments.",NA
"4.A.2.a.1.I06.D04","Evaluate treatment options to guide medical decisions.",NA
"4.A.2.a.1.I06.D05","Assess skin or hair conditions.",NA
"4.A.2.a.1.I07.D01","Assess the cost effectiveness of products, projects, or services.",NA
"4.A.2.a.1.I07.D02","Evaluate new technologies or methods.",NA
"4.A.2.a.1.I07.D03","Evaluate potential of products, technologies, or resources.",NA
"4.A.2.a.1.I07.D04","Evaluate the characteristics of green technologies.",NA
"4.A.2.a.1.I07.D05","Assess product or process usefulness.",NA
"4.A.2.a.1.I07.D06","Assess database performance.",NA
"4.A.2.a.1.I07.D07","Evaluate characteristics of equipment or systems.",NA
"4.A.2.a.1.I07.D08","Evaluate utility of software or hardware technologies.",NA
"4.A.2.a.1.I07.D09","Evaluate characteristics of products.",NA
"4.A.2.a.1.I08.D01","Evaluate scholarly materials.",NA
"4.A.2.a.1.I09.D01","Evaluate condition of properties.",NA
"4.A.2.a.1.I09.D02","Assess financial status of clients.",NA
"4.A.2.a.1.I09.D03","Appraise property values.",NA
"4.A.2.a.1.I10.D01","Evaluate project designs to determine adequacy or feasibility.",NA
"4.A.2.a.1.I10.D02","Analyze data to determine project feasibility.",NA
"4.A.2.a.2.I01.D01","Verify accuracy of records.",NA
"4.A.2.a.2.I01.D02","Verify information or specifications.",NA
"4.A.2.a.2.I01.D03","Verify customer credit information.",NA
"4.A.2.a.2.I01.D04","Review accuracy of sales or other transactions.",NA
"4.A.2.a.2.I01.D05","Verify accuracy of financial information.",NA
"4.A.2.a.2.I01.D06","Evaluate data quality.",NA
"4.A.2.a.2.I01.D07","Verify accuracy of data.",NA
"4.A.2.a.2.I01.D08","Check data for recording errors.",NA
"4.A.2.a.2.I01.D09","Verify accuracy of financial or transactional data.",NA
"4.A.2.a.2.I01.D10","Verify mathematical calculations.",NA
"4.A.2.a.2.I01.D11","Check quality of diagnostic images.",NA
"4.A.2.a.2.I02.D01","Sort mail.",NA
"4.A.2.a.2.I02.D02","Sort materials or objects for processing or transport.",NA
"4.A.2.a.2.I02.D03","Sort recyclable materials.",NA
"4.A.2.a.2.I02.D04","Sort forestry or agricultural materials.",NA
"4.A.2.a.2.I02.D05","Sort materials or products for processing, storing, shipping, or grading.",NA
"4.A.2.a.2.I02.D06","Sort materials or products.",NA
"4.A.2.a.2.I03.D01","Compile operational data.",NA
"4.A.2.a.2.I03.D02","Compile technical information or documentation.",NA
"4.A.2.a.2.I03.D03","Compile data or documentation.",NA
"4.A.2.a.2.I03.D04","Compile specialized bibliographies or lists of materials.",NA
"4.A.2.a.2.I03.D05","Compile environmental or climatological data.",NA
"4.A.2.a.2.I03.D06","Compile geographic or related data.",NA
"4.A.2.a.2.I04.D01","Reconcile records of sales or other financial transactions.",NA
"4.A.2.a.2.I04.D02","Balance receipts.",NA
"4.A.2.a.2.I04.D03","Prepare cash for deposit or disbursement.",NA
"4.A.2.a.2.I05.D01","Examine personal documentation to ensure that it is valid.",NA
"4.A.2.a.2.I05.D02","Verify employee information.",NA
"4.A.2.a.2.I05.D03","Verify application data to determine program eligibility.",NA
"4.A.2.a.2.I05.D04","Verify accuracy of patient information.",NA
"4.A.2.a.2.I05.D05","Verify patron or staff credentials.",NA
"4.A.2.a.3.I01.D01","Examine marketing materials to ensure compliance with policies or regulations.",NA
"4.A.2.a.3.I01.D02","Examine documents to verify adherence to requirements.",NA
"4.A.2.a.3.I01.D03","Examine product information to ensure compliance with regulations.",NA
"4.A.2.a.3.I01.D04","Review documents or materials for compliance with policies or regulations.",NA
"4.A.2.a.3.I01.D05","Review license or permit applications.",NA
"4.A.2.a.3.I01.D06","Verify shipping documentation.",NA
"4.A.2.a.3.I01.D07","Review environmental permits, plans, or reports.",NA
"4.A.2.a.3.I01.D08","Proofread documents, records, or other files to ensure accuracy.",NA
"4.A.2.a.3.I01.D09","Review plans or proposals for environmental conservation.",NA
"4.A.2.a.3.I02.D01","Assess compliance with environmental laws.",NA
"4.A.2.a.3.I02.D02","Evaluate green operations or programs for compliance with standards or regulations.",NA
"4.A.2.a.3.I02.D03","Conduct environmental audits.",NA
"4.A.2.a.3.I02.D04","Evaluate plans or specifications to determine technological or environmental implications.",NA
"4.A.2.a.3.I03.D01","Conduct financial or regulatory audits.",NA
"4.A.2.a.3.I03.D02","Examine financial records.",NA
"4.A.2.a.3.I03.D03","Examine financial records or processes.",NA
"4.A.2.a.3.I03.D04","Review customer insurance information.",NA
"4.A.2.a.3.I03.D05","Examine financial records to ensure compliance with policies or regulations.",NA
"4.A.2.a.3.I04.D01","Protect patients or staff members using safety equipment.",NA
"4.A.2.a.3.I04.D02","Follow protocols or regulations for healthcare activities.",NA
"4.A.2.a.4.I01.D01","Locate natural resources using geospatial or other environmental data.",NA
"4.A.2.a.4.I01.D02","Determine geographic coordinates.",NA
"4.A.2.a.4.I01.D03","Analyze geological samples.",NA
"4.A.2.a.4.I01.D04","Analyze environmental data.",NA
"4.A.2.a.4.I01.D05","Analyze geological or geographical data.",NA
"4.A.2.a.4.I01.D06","Analyze Geographic Information Systems (GIS) data for use in green applications.",NA
"4.A.2.a.4.I01.D07","Analyze physical, survey, or geographic data.",NA
"4.A.2.a.4.I02.D01","Estimate demand for products or services.",NA
"4.A.2.a.4.I02.D02","Analyze industry trends.",NA
"4.A.2.a.4.I02.D03","Forecast economic, political, or social trends.",NA
"4.A.2.a.4.I02.D04","Analyze market conditions or trends.",NA
"4.A.2.a.4.I02.D05","Analyze website or related online data to track trends or usage.",NA
"4.A.2.a.4.I02.D06","Analyze market or customer related data.",NA
"4.A.2.a.4.I02.D07","Analyze consumer trends.",NA
"4.A.2.a.4.I02.D08","Analyze market research data.",NA
"4.A.2.a.4.I03.D01","Assess risks to business operations.",NA
"4.A.2.a.4.I03.D02","Analyze risks related to investments in green technology.",NA
"4.A.2.a.4.I03.D03","Analyze risks to minimize losses or damages.",NA
"4.A.2.a.4.I04.D01","Apply mathematical principles or statistical approaches to solve problems in scientific or applied fields.",NA
"4.A.2.a.4.I04.D02","Analyze data to identify trends or relationships among variables.",NA
"4.A.2.a.4.I05.D01","Evaluate technical data to determine effect on designs or plans.",NA
"4.A.2.a.4.I05.D02","Analyze design requirements for computer or electronics systems.",NA
"4.A.2.a.4.I05.D03","Evaluate designs or specifications to ensure quality.",NA
"4.A.2.a.4.I05.D04","Analyze green technology design requirements.",NA
"4.A.2.a.4.I05.D05","Analyze project data to determine specifications or requirements.",NA
"4.A.2.a.4.I05.D06","Analyze design or requirements information for mechanical equipment or systems.",NA
"4.A.2.a.4.I05.D07","Evaluate environmental or sustainability projects.",NA
"4.A.2.a.4.I05.D08","Analyze costs and benefits of proposed designs or projects.",NA
"4.A.2.a.4.I06.D01","Analyze health-related data.",NA
"4.A.2.a.4.I06.D02","Analyze patient data to determine patient needs or treatment goals.",NA
"4.A.2.a.4.I06.D03","Analyze test data or images to inform diagnosis or treatment.",NA
"4.A.2.a.4.I06.D04","Analyze medical data to determine cause of death.",NA
"4.A.2.a.4.I06.D05","Calculate numerical data for medical activities.",NA
"4.A.2.a.4.I06.D06","Analyze quantitative data to determine effectiveness of treatments or therapies.",NA
"4.A.2.a.4.I07.D01","Calculate data to inform organizational operations.",NA
"4.A.2.a.4.I07.D02","Analyze operational or research data.",NA
"4.A.2.a.4.I07.D03","Analyze operational data to evaluate operations, processes or products.",NA
"4.A.2.a.4.I07.D04","Evaluate energy production data.",NA
"4.A.2.a.4.I07.D05","Interpret research or operational data.",NA
"4.A.2.a.4.I07.D06","Model operational processes.",NA
"4.A.2.a.4.I07.D07","Analyze logistics processes.",NA
"4.A.2.a.4.I07.D08","Analyze forecasting data to improve business decisions.",NA
"4.A.2.a.4.I07.D09","Analyze data to assess operational or project effectiveness.",NA
"4.A.2.a.4.I07.D10","Analyze jobs using observation, survey, or interview techniques.",NA
"4.A.2.a.4.I07.D11","Analyze data to inform personnel decisions.",NA
"4.A.2.a.4.I07.D12","Analyze data to inform operational decisions or activities.",NA
"4.A.2.a.4.I07.D13","Evaluate logistics methods to reduce environmental impact.",NA
"4.A.2.a.4.I07.D14","Analyze data to identify or resolve operational problems.",NA
"4.A.2.a.4.I07.D15","Analyze shipping information to make routing decisions.",NA
"4.A.2.a.4.I07.D16","Analyze traffic data.",NA
"4.A.2.a.4.I07.D17","Analyze energy usage data.",NA
"4.A.2.a.4.I08.D01","Identify implications for cases from legal precedents or other legal information.",NA
"4.A.2.a.4.I09.D01","Appraise environmental impact of regulations or policies.",NA
"4.A.2.a.4.I09.D02","Analyze environmental regulations to ensure organizational compliance.",NA
"4.A.2.a.4.I09.D03","Analyze impact of legal or regulatory changes.",NA
"4.A.2.a.4.I09.D04","Evaluate applicable laws and regulations to determine impact on organizational activities.",NA
"4.A.2.a.4.I10.D01","Analyze laboratory specimens to detect abnormalities or other problems.",NA
"4.A.2.a.4.I10.D02","Analyze forensic evidence to solve crimes.",NA
"4.A.2.a.4.I10.D03","Analyze crime scene evidence.",NA
"4.A.2.a.4.I10.D04","Analyze laboratory findings.",NA
"4.A.2.a.4.I10.D05","Analyze biological samples.",NA
"4.A.2.a.4.I10.D06","Analyze chemical compounds or substances.",NA
"4.A.2.a.4.I11.D01","Analyze budgetary or accounting data.",NA
"4.A.2.a.4.I11.D02","Analyze financial information.",NA
"4.A.2.a.4.I11.D03","Apply mathematical models of financial or business conditions.",NA
"4.A.2.a.4.I11.D04","Analyze business or financial data.",NA
"4.A.2.a.4.I11.D05","Analyze financial records to improve budgeting or planning.",NA
"4.A.2.a.4.I11.D06","Analyze financial records or reports to determine state of operations.",NA
"4.A.2.a.4.I11.D07","Analyze financial records to improve efficiency.",NA
"4.A.2.a.4.I12.D01","Conduct quantitative failure analyses of operational data.",NA
"4.A.2.a.4.I12.D02","Analyze security of systems, network, or data.",NA
"4.A.2.a.4.I12.D03","Interpret design or operational test results.",NA
"4.A.2.a.4.I12.D04","Analyze test or validation data.",NA
"4.A.2.a.4.I12.D05","Analyze test or performance data to assess equipment operation.",NA
"4.A.2.b.1.I01.D01","Estimate costs of products, services, or materials.",NA
"4.A.2.b.1.I01.D02","Determine the value of goods or services.",NA
"4.A.2.b.1.I01.D03","Estimate costs or terms of sales.",NA
"4.A.2.b.1.I01.D04","Determine prices for menu items.",NA
"4.A.2.b.1.I01.D05","Calculate shipping costs.",NA
"4.A.2.b.1.I01.D06","Estimate costs of goods or services.",NA
"4.A.2.b.1.I01.D07","Calculate costs of goods or services.",NA
"4.A.2.b.1.I02.D01","Determine causes of operational problems or failures.",NA
"4.A.2.b.1.I02.D02","Troubleshoot equipment or systems operation problems.",NA
"4.A.2.b.1.I02.D03","Diagnose equipment malfunctions.",NA
"4.A.2.b.1.I03.D01","Authorize construction activities.",NA
"4.A.2.b.1.I03.D02","Authorize financial actions.",NA
"4.A.2.b.1.I03.D03","Authorize payments to settle legal disputes.",NA
"4.A.2.b.1.I03.D04","Approve expenditures.",NA
"4.A.2.b.1.I04.D01","Determine metal or plastic production methods.",NA
"4.A.2.b.1.I04.D02","Determine appropriate locations for operations or installations.",NA
"4.A.2.b.1.I04.D03","Determine operational methods.",NA
"4.A.2.b.1.I04.D04","Determine operational procedures.",NA
"4.A.2.b.1.I04.D05","Determine methods to minimize environmental impact of activities.",NA
"4.A.2.b.1.I04.D06","Determine food production methods.",NA
"4.A.2.b.1.I04.D07","Determine forestry techniques or methods.",NA
"4.A.2.b.1.I04.D08","Determine construction project layouts.",NA
"4.A.2.b.1.I04.D09","Determine production equipment settings.",NA
"4.A.2.b.1.I04.D10","Determine appropriate methods for data analysis.",NA
"4.A.2.b.1.I04.D11","Determine protocols for medical procedures.",NA
"4.A.2.b.1.I04.D12","Choose optimal transportation routes or speeds.",NA
"4.A.2.b.1.I04.D13","Determine technical requirements of productions or projects.",NA
"4.A.2.b.1.I05.D01","Make decisions in legal cases.",NA
"4.A.2.b.1.I05.D02","Rule on admissibility of legal proceedings.",NA
"4.A.2.b.1.I06.D01","Diagnose dental conditions.",NA
"4.A.2.b.1.I06.D02","Diagnose medical conditions.",NA
"4.A.2.b.1.I06.D03","Diagnose neural or psychological disorders.",NA
"4.A.2.b.1.I07.D01","Edit written materials.",NA
"4.A.2.b.1.I07.D02","Edit documents.",NA
"4.A.2.b.1.I08.D01","Estimate technical or resource requirements for development or production projects.",NA
"4.A.2.b.1.I08.D02","Identify information technology project resource requirements.",NA
"4.A.2.b.1.I08.D03","Estimate labor requirements.",NA
"4.A.2.b.1.I08.D04","Calculate specific material, equipment, or labor requirements for production.",NA
"4.A.2.b.1.I08.D05","Determine resource needs.",NA
"4.A.2.b.1.I08.D06","Estimate labor or resource requirements for forestry, fishing, or agricultural operations.",NA
"4.A.2.b.1.I08.D07","Estimate supplies, ingredients, or staff requirements for food preparation activities.",NA
"4.A.2.b.1.I08.D08","Estimate cost or material requirements.",NA
"4.A.2.b.1.I08.D09","Estimate material requirements for production.",NA
"4.A.2.b.1.I08.D10","Estimate time requirements for development or production projects.",NA
"4.A.2.b.1.I08.D11","Determine types of equipment, tools, or materials needed for jobs.",NA
"4.A.2.b.1.I08.D12","Estimate materials requirements for projects.",NA
"4.A.2.b.1.I08.D13","Calculate requirements for equipment installation or repair projects.",NA
"4.A.2.b.1.I08.D14","Estimate construction project labor requirements.",NA
"4.A.2.b.1.I09.D01","Implement organizational process or policy changes.",NA
"4.A.2.b.1.I09.D02","Implement transportation changes to reduce environmental impact.",NA
"4.A.2.b.1.I09.D03","Apply new technologies to improve work processes.",NA
"4.A.2.b.1.I09.D04","Implement advertising or marketing initiatives.",NA
"4.A.2.b.1.I09.D05","Implement financial decisions.",NA
"4.A.2.b.1.I09.D06","Implement design or process improvements.",NA
"4.A.2.b.1.I10.D01","Select tools, equipment, or technologies for use in operations or projects.",NA
"4.A.2.b.1.I10.D02","Select project materials.",NA
"4.A.2.b.1.I10.D03","Select materials or props.",NA
"4.A.2.b.1.I10.D04","Select equipment, materials, or supplies for cleaning or maintenance activities.",NA
"4.A.2.b.1.I10.D05","Select production input materials.",NA
"4.A.2.b.1.I10.D06","Select production equipment according to product specifications.",NA
"4.A.2.b.1.I10.D07","Select construction materials.",NA
"4.A.2.b.1.I10.D08","Select medical equipment for addressing patient needs.",NA
"4.A.2.b.1.I10.D09","Select construction equipment.",NA
"4.A.2.b.1.I10.D10","Select educational materials or equipment.",NA
"4.A.2.b.1.I10.D11","Select resources needed to accomplish tasks.",NA
"4.A.2.b.1.I11.D01","Edit audio or video recordings.",NA
"4.A.2.b.1.I11.D02","Mix sound inputs.",NA
"4.A.2.b.2.I01.D01","Develop treatment plans for patients or clients.",NA
"4.A.2.b.2.I01.D02","Develop medical treatment plans.",NA
"4.A.2.b.2.I01.D03","Develop exercise or conditioning programs.",NA
"4.A.2.b.2.I01.D04","Develop patient therapy programs.",NA
"4.A.2.b.2.I01.D05","Modify treatment plans to accommodate client needs.",NA
"4.A.2.b.2.I01.D06","Develop treatment plans that use non-medical therapies.",NA
"4.A.2.b.2.I01.D07","Establish treatment goals.",NA
"4.A.2.b.2.I02.D01","Develop software or computer applications.",NA
"4.A.2.b.2.I02.D02","Develop computer or information systems.",NA
"4.A.2.b.2.I02.D03","Design computer modeling or simulation programs.",NA
"4.A.2.b.2.I02.D04","Develop computer or online applications.",NA
"4.A.2.b.2.I02.D05","Design integrated computer systems.",NA
"4.A.2.b.2.I02.D06","Develop software or applications for scientific or technical use.",NA
"4.A.2.b.2.I02.D07","Modify software programs to improve performance.",NA
"4.A.2.b.2.I02.D08","Design websites or web applications.",NA
"4.A.2.b.2.I02.D09","Design video game features or details.",NA
"4.A.2.b.2.I02.D10","Design software applications.",NA
"4.A.2.b.2.I02.D11","Design healthcare-related software applications.",NA
"4.A.2.b.2.I02.D12","Apply information technology to solve business or other applied problems.",NA
"4.A.2.b.2.I03.D01","Develop business or market strategies.",NA
"4.A.2.b.2.I03.D02","Develop marketing plans or strategies for environmental initiatives.",NA
"4.A.2.b.2.I03.D03","Develop marketing plans or strategies.",NA
"4.A.2.b.2.I03.D04","Develop promotional strategies for religious organizations.",NA
"4.A.2.b.2.I03.D05","Develop promotional strategies or plans.",NA
"4.A.2.b.2.I04.D01","Create new recipes or food presentations.",NA
"4.A.2.b.2.I04.D02","Plan menu options.",NA
"4.A.2.b.2.I05.D01","Develop healthcare quality and safety procedures.",NA
"4.A.2.b.2.I05.D02","Develop safety standards, policies, or procedures.",NA
"4.A.2.b.2.I05.D03","Establish rules or policies governing student behavior.",NA
"4.A.2.b.2.I05.D04","Develop fire safety or prevention programs or plans.",NA
"4.A.2.b.2.I06.D01","Develop database parameters or specifications.",NA
"4.A.2.b.2.I06.D02","Develop technical or scientific databases.",NA
"4.A.2.b.2.I06.D03","Develop library or archival databases.",NA
"4.A.2.b.2.I06.D04","Create databases to store electronic data.",NA
"4.A.2.b.2.I07.D01","Determine design criteria or specifications.",NA
"4.A.2.b.2.I07.D02","Develop specifications for new products or processes.",NA
"4.A.2.b.2.I07.D03","Develop specifications or procedures for website development or maintenance.",NA
"4.A.2.b.2.I07.D04","Develop technical specifications for systems or equipment.",NA
"4.A.2.b.2.I07.D05","Develop specifications for computer network operation.",NA
"4.A.2.b.2.I07.D06","Determine operational criteria or specifications.",NA
"4.A.2.b.2.I07.D07","Develop performance metrics or standards related to information technology.",NA
"4.A.2.b.2.I08.D01","Plan natural resources conservation or restoration programs.",NA
"4.A.2.b.2.I08.D02","Develop environmental remediation or protection plans.",NA
"4.A.2.b.2.I08.D03","Develop environmental sustainability plans or projects.",NA
"4.A.2.b.2.I08.D04","Develop plans to manage natural or renewable resources.",NA
"4.A.2.b.2.I09.D01","Develop financial plans for clients.",NA
"4.A.2.b.2.I09.D02","Develop financial or business plans.",NA
"4.A.2.b.2.I10.D01","Develop health assessment methods or programs.",NA
"4.A.2.b.2.I10.D02","Develop tools to diagnose or assess needs.",NA
"4.A.2.b.2.I11.D01","Plan facility layouts or designs.",NA
"4.A.2.b.2.I11.D02","Incorporate green features into the design of structures or facilities.",NA
"4.A.2.b.2.I11.D03","Design civil structures or systems.",NA
"4.A.2.b.2.I11.D04","Design structures or facilities.",NA
"4.A.2.b.2.I11.D05","Design furniture.",NA
"4.A.2.b.2.I12.D01","Develop promotional materials.",NA
"4.A.2.b.2.I12.D02","Create marketing materials.",NA
"4.A.2.b.2.I12.D03","Develop content for sales presentations or other materials.",NA
"4.A.2.b.2.I13.D01","Design templates or patterns.",NA
"4.A.2.b.2.I13.D02","Design materials for industrial or commercial applications.",NA
"4.A.2.b.2.I13.D03","Design micro- or nano-scale materials, devices, or systems.",NA
"4.A.2.b.2.I13.D04","Design medical devices or appliances.",NA
"4.A.2.b.2.I14.D01","Design industrial processing systems.",NA
"4.A.2.b.2.I14.D02","Develop equipment or component configurations.",NA
"4.A.2.b.2.I14.D03","Design industrial equipment.",NA
"4.A.2.b.2.I14.D04","Design energy production or management equipment or systems.",NA
"4.A.2.b.2.I14.D05","Design tools, fixtures, or other devices for production equipment.",NA
"4.A.2.b.2.I14.D06","Design control systems for mechanical or other equipment.",NA
"4.A.2.b.2.I15.D01","Establish work standards.",NA
"4.A.2.b.2.I15.D02","Design psychological or educational treatment procedures or programs.",NA
"4.A.2.b.2.I15.D03","Develop instructional objectives.",NA
"4.A.2.b.2.I15.D04","Plan experiential learning activities.",NA
"4.A.2.b.2.I15.D05","Establish operational policies.",NA
"4.A.2.b.2.I15.D06","Plan educational activities.",NA
"4.A.2.b.2.I15.D07","Develop strategies or programs for students with special needs.",NA
"4.A.2.b.2.I15.D08","Develop educational programs.",NA
"4.A.2.b.2.I15.D09","Develop educational or training programs.",NA
"4.A.2.b.2.I15.D10","Develop educational goals, standards, policies, or procedures.",NA
"4.A.2.b.2.I15.D11","Develop educational policies.",NA
"4.A.2.b.2.I16.D01","Design water conservation systems.",NA
"4.A.2.b.2.I16.D02","Apply knowledge or research findings to address environmental problems.",NA
"4.A.2.b.2.I16.D03","Protect wildlife or natural areas.",NA
"4.A.2.b.2.I16.D04","Design environmental control systems.",NA
"4.A.2.b.2.I16.D05","Design energy-efficient vehicles or vehicle components.",NA
"4.A.2.b.2.I16.D06","Design alternative energy systems.",NA
"4.A.2.b.2.I16.D07","Design systems to reduce harmful emissions.",NA
"4.A.2.b.2.I16.D08","Design energy-efficient equipment or systems.",NA
"4.A.2.b.2.I17.D01","Plan programs to address community mental wellness needs.",NA
"4.A.2.b.2.I17.D02","Plan programs to address community health issues.",NA
"4.A.2.b.2.I17.D03","Design public or employee health programs.",NA
"4.A.2.b.2.I18.D01","Prepare drawings or diagrams of products or services.",NA
"4.A.2.b.2.I18.D02","Prepare production storyboards.",NA
"4.A.2.b.2.I18.D03","Create graphical representations of civil structures.",NA
"4.A.2.b.2.I18.D04","Create images of data, locations, or products.",NA
"4.A.2.b.2.I18.D05","Create electrical schematics.",NA
"4.A.2.b.2.I18.D06","Create graphical representations of energy production systems.",NA
"4.A.2.b.2.I18.D07","Create construction or installation diagrams.",NA
"4.A.2.b.2.I18.D08","Create schematic drawings for electronics.",NA
"4.A.2.b.2.I18.D09","Design layout of art or product exhibits, displays, or promotional materials.",NA
"4.A.2.b.2.I18.D10","Create diagrams or blueprints for workpieces or products.",NA
"4.A.2.b.2.I18.D11","Prepare maps.",NA
"4.A.2.b.2.I18.D12","Design layouts for print publications.",NA
"4.A.2.b.2.I18.D13","Develop diagrams or flow charts of system operation.",NA
"4.A.2.b.2.I18.D14","Prepare graphics or other visual representations of information.",NA
"4.A.2.b.2.I18.D15","Draw detailed or technical illustrations.",NA
"4.A.2.b.2.I18.D16","Create graphical representations of structures or landscapes.",NA
"4.A.2.b.2.I18.D17","Create computer-generated graphics or animation.",NA
"4.A.2.b.2.I18.D18","Create graphical representations of mechanical equipment.",NA
"4.A.2.b.2.I18.D19","Create maps.",NA
"4.A.2.b.2.I18.D20","Create images or other visual displays.",NA
"4.A.2.b.2.I18.D21","Create graphical representations of industrial production systems.",NA
"4.A.2.b.2.I19.D01","Develop emergency procedures.",NA
"4.A.2.b.2.I19.D02","Maintain contingency plans for disaster recovery.",NA
"4.A.2.b.2.I19.D03","Develop contingency plans to deal with organizational emergencies.",NA
"4.A.2.b.2.I19.D04","Develop emergency response plans or procedures.",NA
"4.A.2.b.2.I20.D01","Develop operating strategies, plans, or procedures for green or sustainable operations.",NA
"4.A.2.b.2.I20.D02","Develop sustainable business strategies or practices.",NA
"4.A.2.b.2.I20.D03","Develop sustainable organizational policies or practices.",NA
"4.A.2.b.2.I20.D04","Develop sustainable industrial or development methods.",NA
"4.A.2.b.2.I20.D05","Develop operational methods or processes that use green materials or emphasize sustainability.",NA
"4.A.2.b.2.I21.D01","Create models of engineering designs or methods.",NA
"4.A.2.b.2.I21.D02","Develop models of information or communications systems.",NA
"4.A.2.b.2.I21.D03","Create physical models or prototypes.",NA
"4.A.2.b.2.I22.D01","Analyze information obtained from news sources.",NA
"4.A.2.b.2.I22.D02","Determine presentation subjects or content.",NA
"4.A.2.b.2.I23.D01","Devise research or testing protocols.",NA
"4.A.2.b.2.I23.D02","Develop biological research methods.",NA
"4.A.2.b.2.I23.D03","Develop methods of social or economic research.",NA
"4.A.2.b.2.I23.D04","Design research studies to obtain scientific information.",NA
"4.A.2.b.2.I23.D05","Plan biological research.",NA
"4.A.2.b.2.I23.D06","Plan environmental research.",NA
"4.A.2.b.2.I23.D07","Develop environmental research methods.",NA
"4.A.2.b.2.I23.D08","Plan social sciences research.",NA
"4.A.2.b.2.I24.D01","Design electromechanical equipment or systems.",NA
"4.A.2.b.2.I24.D02","Design electrical equipment or systems.",NA
"4.A.2.b.2.I24.D03","Design electronic or computer equipment or instrumentation.",NA
"4.A.2.b.2.I25.D01","Create musical compositions, arrangements or scores.",NA
"4.A.2.b.2.I25.D02","Design costumes or cosmetic effects for characters.",NA
"4.A.2.b.2.I25.D03","Choreograph dances.",NA
"4.A.2.b.2.I25.D04","Design jewelry or decorative objects.",NA
"4.A.2.b.2.I25.D05","Develop artistic or design concepts for decoration, exhibition, or commercial purposes.",NA
"4.A.2.b.2.I26.D01","Develop theories or models of physical phenomena.",NA
"4.A.2.b.2.I26.D02","Develop mathematical models of environmental conditions.",NA
"4.A.2.b.2.I26.D03","Develop scientific or mathematical models.",NA
"4.A.2.b.2.I26.D04","Develop theories or models of social phenomena.",NA
"4.A.2.b.2.I27.D01","Develop program goals or plans.",NA
"4.A.2.b.2.I27.D02","Develop organizational goals or objectives.",NA
"4.A.2.b.2.I27.D03","Develop plans for programs or services.",NA
"4.A.2.b.3.I01.D01","Review professional literature to maintain professional knowledge.",NA
"4.A.2.b.3.I01.D02","Maintain professional social services knowledge.",NA
"4.A.2.b.3.I01.D03","Stay informed about current developments in field of specialization.",NA
"4.A.2.b.3.I01.D04","Attend events to develop professional knowledge.",NA
"4.A.2.b.3.I01.D05","Maintain current knowledge related to work activities.",NA
"4.A.2.b.3.I01.D06","Update knowledge of legal or regulatory environments.",NA
"4.A.2.b.3.I01.D07","Update knowledge about emerging industry or technology trends.",NA
"4.A.2.b.3.I01.D08","Maintain knowledge of current developments in area of expertise.",NA
"4.A.2.b.3.I01.D09","Attend conferences or workshops to maintain professional knowledge.",NA
"4.A.2.b.3.I01.D10","Research topics in area of expertise.",NA
"4.A.2.b.3.I01.D11","Update job related knowledge or skills.",NA
"4.A.2.b.3.I01.D12","Maintain medical or professional knowledge.",NA
"4.A.2.b.3.I01.D13","Conduct research to inform art, designs, or other work.",NA
"4.A.2.b.3.I01.D14","Attend training to learn new skills or update knowledge.",NA
"4.A.2.b.3.I01.D15","Maintain knowledge of laws or regulations.",NA
"4.A.2.b.3.I01.D16","Maintain professional knowledge or certifications.",NA
"4.A.2.b.3.I01.D17","Maintain knowledge of business operations.",NA
"4.A.2.b.3.I01.D18","Attend training sessions or professional meetings to develop or maintain professional knowledge.",NA
"4.A.2.b.3.I01.D19","Attend educational events to update medical knowledge.",NA
"4.A.2.b.3.I01.D20","Update technical knowledge.",NA
"4.A.2.b.3.I01.D21","Update professional knowledge.",NA
"4.A.2.b.3.I01.D22","Study product information to acquire professional knowledge.",NA
"4.A.2.b.3.I01.D23","Review laws or regulations to maintain professional knowledge.",NA
"4.A.2.b.4.I01.D01","Develop organizational policies or programs.",NA
"4.A.2.b.4.I01.D02","Develop operating strategies, plans, or procedures.",NA
"4.A.2.b.4.I01.D03","Establish organizational guidelines or policies.",NA
"4.A.2.b.4.I01.D04","Develop organizational methods or procedures.",NA
"4.A.2.b.4.I01.D05","Establish business management methods.",NA
"4.A.2.b.4.I01.D06","Determine pricing or monetary policies.",NA
"4.A.2.b.4.I02.D01","Draft legislation or regulations.",NA
"4.A.2.b.4.I03.D01","Develop procedures for data management.",NA
"4.A.2.b.4.I03.D02","Establish nursing policies or standards.",NA
"4.A.2.b.4.I03.D03","Develop information communication procedures.",NA
"4.A.2.b.4.I03.D04","Develop business or financial information systems.",NA
"4.A.2.b.4.I03.D05","Develop policies or procedures for archives, museums or libraries.",NA
"4.A.2.b.4.I03.D06","Develop financial analysis methods.",NA
"4.A.2.b.4.I03.D07","Establish standards for medical care.",NA
"4.A.2.b.4.I03.D08","Develop guidelines for system implementation.",NA
"4.A.2.b.4.I03.D09","Develop computer or information security policies or procedures.",NA
"4.A.2.b.4.I03.D10","Develop data analysis or data management procedures.",NA
"4.A.2.b.4.I03.D11","Develop technical processes to improve the efficiency of biofuel production.",NA
"4.A.2.b.4.I03.D12","Develop new or advanced products or production methods.",NA
